_id,username,posted_document,query,check_one_gold,check_one_gold_reason,_golden
ObjectId(5a2a5e23e007d23be0ebdd10),ZNEMHF,"
This is a list of notable photovoltaics (PV) companies.
Grid-connected solar photovoltaics (PV) is the fastest growing energy technology in the world, with 50% annual increases in cumulative installed capacity in 2006 and 2007, to an estimated 7.7 GW. This translates into 1.5 million homes with rooftop photovoltaics feeding into the electricity grid worldwide.During 2007, investment in new solar photovoltaic manufacturing facilities was strong in Europe, Japan, China, Taiwan and the United States, with many new operations reported. Since October 2009, the Canadian province of Ontario has had vast success with the implementation of their feed-in tariff incentive for grid-connected solar systems. Ontario is currently leading the way in North America with this comprehensive renewable energy incentive.
Photovoltaics companies include PV capital equipment producers, cell manufacturers, panel manufacturers and installers. The list does not include silicon manufacturing companies.
",solar panels,,,
ObjectId(5a2a5e23e007d23be0ebdd11),ZNEMHF,"
You can purchase dog waste bags online.
Are there any low cost options?
There are plenty of low cost alternatives to dog waste bags. Dog owners could use old newspapers, spare plastic bags, nappy sacks, or use a pooper-scooper and throw waste directly into the dog waste bin.
I have seen bins with a picture of a dog on them. What does this mean? dog
The council is installing new bins which allow for both refuse and dog waste. So when you see this dog on a bin, it means you can put your doggy bag in it.
The new multi-use bins will be dotted around Ashford and the town centre, making it easier for dog owners to clean up after their pets and help keep the borough looking clean.
",dog clean bags,,,
ObjectId(5a2a5e23e007d23be0ebdd12),ZNEMHF,"
 Get your game on at French Lick Casino, a 51,000-square-foot Vegas-style gaming facility all on one floor with soaring 27-foot ceilings. On our gaming floor, you can play to win a brand new car on slot machines or a progressive jackpot at our table games. You’ll find live-action blackjack, roulette and craps and other table games, a luxurious high-limit room and Indiana’s largest non-smoking room. Bring a group of friends and enjoy live entertainment, DJs and Promotions in our spacious entertainment lounge. Here’s a little of what you’ll find at the French Lick Casino: 1,000 new and classic Slots, video poker, progressive jackpots and video keno of all denominations and themes. 37 table games featuring Blackjack, Craps, Roulette, Ultimate Texas Hold'em, 3-Card Poker, Mini-Baccarat and more. A 9,500 square foot unparalleled non-smoking gaming room with live table games and 250 of the latest slots.

",french lick resort casino,,,
ObjectId(5a2a5e23e007d23be0ebdd13),CILZFZ,"
This paper compares the precision and accuracy of five current global positioning system (GPS) receivers—Trimble ProXR, Trimble GeoXT without WAAS, Trimble GeoXT with WAAS, Trimble GeoExplorer II, and an HP/Pharos receiver. Each of these receivers, along with other similar units, are 
frequently used today for data collection and integration within a geographic information system (GIS).  
To compare receivers, we conducted a field study of 15 established survey markers in the City of Pocatello, Idaho. The points were observed on ten different dates with equivalent settings (e.g., averaging and acceptable point dilution of precision—PDOP). Overall, the results indicate that the GeoXT is well suited where sub-meter accuracy is required while the Pharos receiver is a viable alternative for applications with accuracy requirements of +/- 10m and more
",gps,,,
ObjectId(5a2a5e23e007d23be0ebdd14),CILZFZ,"
Looking for Internet service on the cheap? You can look for deals from the major ISPs, like Comcast's recent roll-out of discount service for low-income families, but keep in mind that you may not qualify under the terms of such programs.
Never fear—there are still plenty of options for low-priced and even free Internet service available to all comers. Of course, some of those ISPs provide service with a catch. For example, you may have to accept time limits on your monthly browsing, go without high-speed access or pay a premium for it, and in the case of some offers, service is only available in specific regions or metropolitan areas.
So why would anyone provide free or ultra-cheap Internet service, anyway? What's in it for them? You might be surprised to learn that a decade ago, there were dozens of ISPs providing free service.
",cheap internet,,,
ObjectId(5a2a5e23e007d23be0ebdd15),CILZFZ,"
Preparing for the GMAT exam takes time and effort, but with a sound study plan, you can get the score you want.
Being a little nervous about taking the GMAT exam is normal. Smart test takers approach the test with a solid plan and execute on that plan. They get the most out of practice tests and resources, understand how they learn, and stay positive throughout the process. Just remind yourself that you have what it takes! Like any important goal, preparation and hard work pay off. 
The following steps will help you plan a course toward your best GMAT. 
Determine When You Plan to Attend a Graduate Business Program. 
Register for the GMAT Exam and Develop a Study Plan.
Establish Your Skills Baseline by Taking a Practice Exam.
Start Studying.
Assess Your Progress and Continue Studying.
Plan for Your Test Day.
",gmat prep classes,,,
ObjectId(5a2a5e23e007d23be0ebdd16),Z3R3GE,"The 25 Greatest PS2 Games of All-Time. Sony's PlayStation 2 is one of the greatest video game consoles. Not only has it built up a tremendous library of software over the years, but it's also sold more than 145 million units worldwide, more than any other console to date. The PlayStation 2 had it all: shooters, fighters, racers, action, adventure, simulation, Strategy,	Sports, Scientific studies and role-playing games. List of PlayStation 2 best and top games: Final Fantasy XII, Tony Hawk's Pro Skater 3, God of War, FIFA Soccer 2012, MVP Baseball 2005, Spider-Man 2, Aggressive Inline, Ar Tonelico 2: Melody of MetaFalica, SOCOM II: U.S. Navy SEALs, Burnout 2: Point of Impact, Prince of Persia: Sands of Time. This page contains a list of cheats, codes, Easter eggs, tips, and other secrets for Grand Theft Auto: San Andreas for PlayStation 2.",ps 2 games,,,
ObjectId(5a2a5e23e007d23be0ebdd17),Z3R3GE,"Free Delivery, Winter sale 50 off! This is your One Stop Auto Parts and Accessories Retailer Online, Great Shopping Experience Awaits You. If you looking for simple fixes like wipers ,light bulbs, Air Filters, Belts and Brake pads, we got it. Tune up items like belts and spark plugs? We got that. Even if you looking at more serious issue, like bad battery, Carburetors or malfunctioning starter, we have the best replacement auto parts to get back on road. CarPart gives you, the auto recycler, in depth look at all our products and services, one stop access support resources and training materials, and great way to keep track of what new at Car Part and in the recycling industry. Get exclusive email saving, watch video demonstrations, Review detailed product information, system requirements and Find multiple support options for each product, including phone and CarPart Messaging.",car parts,,,
ObjectId(5a2a5e23e007d23be0ebdd18),Z3R3GE,"Learn the Parts of the Hoof and Their Functions and Learning to Evaluate Your Horse's Hooves. Ten Hoof Care Tips to Help Keep Your Horse's Hooves Healthy and Strong. I want to help you visualize everything in the horse's hoof, understand the relationship between parts and learn to read the clues the hooves have to offer. The horses' hoofs are amazing structure. By just observing the feet, you can learn a lot about the horse. Hoof Divided Into Regions: 1. Heel bulb, 2. Periople at the heel, 3. Quarter, 4. Toe, 5. Periople, 6. Coronary band. Some tips: 1. Schedule regular farrier visits according to your horse's individual needs, 2. If your horse is shod, check his shoes each time you pick out his feet. Look for: Risen clinches, A sprung or shifted shoe. 3. Learn how to remove a shoe, 4. Help your horse grow the best possible hooves.",horse hooves,,,
ObjectId(5a2a5e23e007d23be0ebdd19),9Y4LMH,"Internet phone services utilize a technology called ""packet switching"". this technology is called voip.
You can make free internet phone! There are many free internet phone aplications that let you make phone calls:Skype,Viber, Whatsapp, etc..
The phone call applications are listed below:
    PC to phone: you can make a call from your computer to a real telephone number.
    App to phone software: make free internet calls from a mobile device to a real number. allows you to make phone calls to any number, even landlines and mobile phones that aren't using the app.
    PC to PC internet: the computer makes a phone call to another computer.
    App to app services: run on mobile devices and results in phone calls that can only work if the recipient has the same application installed. This method can not be used to call landlines or other mobile phones without designated software.",internet phone service,,,
ObjectId(5a2a5e23e007d23be0ebdd1a),9Y4LMH,"A cell phone, known as a mobile phone, is a portable telephone that can make and receive calls over a radio frequency while the user is moving within a telephone service area. The radio frequency establishes a connection to the switching systems of a cell phone operator, which provides access to the public switched telephone network (PSTN). Modern mobile telephone services use a cellular network architecture, and, therefore,  are called cellular telephones or cell phones, in North America. In addition to telephony, mobile phones support a variety of services, such as text messaging, MMS, email, Internet access, wireless communications (infrared, Bluetooth), business applications, video games, and digital photography. cell phones offering only those capabilities are known as feature phones;  phones which offer greatly advanced computing capabilities are referred to as smartphones.

The first known cell phone companies: motorola, samsung. Top smartphone manufacturers are Samsung, Apple, and Huawei. read more at :https://en.wikipedia.org/wiki/Mobile_phone",cell phones,,,
ObjectId(5a2a5e23e007d23be0ebdd1b),9Y4LMH,"Solar panels, also referred to as solar cells (previously termed ""solar battery""), absorb the sunlight as a source of energy to generate electricity or heat.
A single solar module can produce only a limited amount of power; most installations contain multiple modules. A photovoltaic system typically includes an array of photovoltaic modules, an inverter, a battery pack for storage
The efficiency of a solar panel can be improved by studding the light-receiving semiconductor surface. high value of  capacity of the solar panel can make higher maximum power point (MPP).
Solar cells are described as being photovoltaic, irrespective of whether the source is sunlight or an artificial light. They are used as a photodetector ,detecting light or other electromagnetic radiatione, measuring light intensity.
a solar thermal collector supplies heat by absorbing sunlight, for the purpose of either direct heating or indirect electrical power generation from heat.

The most common application of solar panels is solar water heating systems.",solar panels,,,
ObjectId(5a2a5e23e007d23be0ebdd1c),ZHUSVZ,"Are you looking for information on planning and budgeting for a wedding? 
You came to the right place!
The most impotrent tips for wedding planning are:
1.get a grip on the approximate number of guests you'll invite.
2.Investigate Wedding Blackout Dates.
3.Thired alculate your budget and Take advantage of the high cost of weddings and sign up for a credit card with a rewards program.
Your wedding budget should follow this formula: Helf of the total budget to reception;20 percent for entertainment/music;20 percent for photo/vide. It's essential to allocate an extra 5 percent of your money for surprise expenses.
You can assist with a profesional wedding plennerr.
Moreover, you can use an internetic wedding budget calculator as ""The Knot"", ""Wedding Cost Estimator""(https://www.costofwedding.com/index.cfm/action/costest.index) or a special planing tool(http://www.yourweddingcompany.com/index.php/action/budgetCalc/).",wedding budget calculator,,,
ObjectId(5a2a5e23e007d23be0ebdd1d),ZHUSVZ,"
This paper compares the precision and accuracy of five current global positioning system (GPS) receivers—Trimble ProXR, Trimble GeoXT without WAAS, Trimble GeoXT with WAAS, Trimble GeoExplorer II, and an HP/Pharos receiver. Each of these receivers, along with other similar units, are 
frequently used today for data collection and integration within a geographic information system (GIS).  
To compare receivers, we conducted a field study of 15 established survey markers in the City of Pocatello, Idaho. The points were observed on ten different dates with equivalent settings (e.g., averaging and acceptable point dilution of precision—PDOP). Overall, the results indicate that the GeoXT is well suited where sub-meter accuracy is required while the Pharos receiver is a viable alternative for applications with accuracy requirements of +/- 10m and more
",gps,,,
ObjectId(5a2a5e23e007d23be0ebdd1e),ZHUSVZ,"Don't worry! It's not so difficult to build your own fence by yourself! Nowadays, you can always use an internet guide or a YouTube video to install a DIY fence for your house, and give yourself the privacy and the beautiful view you're seeking.
You can read about it on DiyNetwork(""http://www.diynetwork.com/how-to/outdoors/structures/10-things-you-must-know-about-installing-a-fence-pictures"") or on WikiHow(""https://www.wikihow.com/Build-a-Wood-Fence"").
A new generation of do-it-yourself fence kits with easy self-assembly instructions make enclosing your back yard and garden an effortless task.
It couldn't be simpler to transform your yard! Most of the fences made of wood or steal.
The Fence Authority offers the EZ Fence 2 Go system in both vinyl and aluminum.
For those of you who are looking for a more rustic option  you can use fences go kits in wood.",build fence,,,
ObjectId(5a2a5e23e007d23be0ebdd1f),9J5ZE6,"Here you can find information on where i could buy a new or used trombone.
There are many used trombones that are in excellent condition and playable.
 If well cared for, a used trombone can good as new.
 Used trombones that have had a prior owner,
 can be much less expensive than new trombones.
The where queastion -Used trombones can be found in a variety of locations.
 Music instrument stores,
 of course, may carry some used instruments and information about them.
 Trombones can be found at pawn shops or resale stores.
Although it is possible to purchase a used trombone online,
 this can be risky, with little information.
 Many individual sellers will scam you to buy an instrument like used trombone in bad shape.
Whatch out!
",trombone sale,,,
ObjectId(5a2a5e23e007d23be0ebdd20),9J5ZE6,"
Time for home improvements can often fall pretty far down on the totem pole of priorities. But why should it have to? Even if your days are full of work, sports games for the kids, chores and taking care of the family pets, you can still have time to install a DIY fence and give yourself the privacy and ""R and R"" you are so desperately seeking.
Our EZ Fence 2 Go fencing system is the easiest way to get the fence of your dreams on your terms. A new generation of do-it-yourself fence kits with easy self-assembly instructions make enclosing your back yard and garden an effortless task. It couldn’t be simpler to transform your yard!
The Fence Authority offers the EZ Fence 2 Go system in both vinyl and aluminum. For those of you who are looking for a more rustic option, we also offer fences-to-go kits in wood. 
",build fence,,,
ObjectId(5a2a5e23e007d23be0ebdd21),9J5ZE6,"
 Get your game on at French Lick Casino, a 51,000-square-foot Vegas-style gaming facility all on one floor with soaring 27-foot ceilings. On our gaming floor, you can play to win a brand new car on slot machines or a progressive jackpot at our table games. You’ll find live-action blackjack, roulette and craps and other table games, a luxurious high-limit room and Indiana’s largest non-smoking room. Bring a group of friends and enjoy live entertainment, DJs and Promotions in our spacious entertainment lounge. Here’s a little of what you’ll find at the French Lick Casino: 1,000 new and classic Slots, video poker, progressive jackpots and video keno of all denominations and themes. 37 table games featuring Blackjack, Craps, Roulette, Ultimate Texas Hold'em, 3-Card Poker, Mini-Baccarat and more. A 9,500 square foot unparalleled non-smoking gaming room with live table games and 250 of the latest slots.

",french lick resort casino,,,
ObjectId(5a2a5e23e007d23be0ebdd22),W7SUGE,"
Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",newyork hotels,,,
ObjectId(5a2a5e23e007d23be0ebdd23),W7SUGE,"
PokerStars hosts the biggest guaranteed online poker tournament in the virtual universe every Sunday — the Sunday Million! Every week the highlights of the Sunday Million are available on PokerStars.tv.
If you want the most bang for your buck and the biggest opportunity to win the biggest payday of the week, playing the Sunday Million is a must. The buy-in is $215, but this week PokerStars has a special on the Sunday Million Team Online host who just happens to be Mickey 'mement_mori' Petersen, knock him out and you collect a bounty that gives you back your $215 buy-in.
If you're playing, the tournament kicks off at 14:30 ET and you could be rubbing virtual elbows with many of the PokerStars Team Online and the pros. Don't be nervous if you are, get in and show them you know how to play!
",poker tournaments,,,
ObjectId(5a2a5e23e007d23be0ebdd24),W7SUGE,"
Looking for Internet service on the cheap? You can look for deals from the major ISPs, like Comcast's recent roll-out of discount service for low-income families, but keep in mind that you may not qualify under the terms of such programs.
Never fear—there are still plenty of options for low-priced and even free Internet service available to all comers. Of course, some of those ISPs provide service with a catch. For example, you may have to accept time limits on your monthly browsing, go without high-speed access or pay a premium for it, and in the case of some offers, service is only available in specific regions or metropolitan areas.
So why would anyone provide free or ultra-cheap Internet service, anyway? What's in it for them? You might be surprised to learn that a decade ago, there were dozens of ISPs providing free service.
",cheap internet,,,
ObjectId(5a2a5e23e007d23be0ebdd25),DR8AY0,"How to Sew - sewing patterns and tips for beginners. These beginner sewing projects all include easy step-by-step instructions and free patterns to teach you successfully sew your first project (and learn basic sewing, stitching and needlework skills!). D.I.Y. Guide for beginners. If you are new to the whole sewing craft world you can find everything that is essential to start training sewing from a sewing dictionary, Instructions, sewing ideas, threading a machine, tools, fabric, stitches and easy sewing patterns. Enjoy all these great sewing tips and tutorials. Sewing materials you need: spool of thread, scissors. sewing needle, the fabric that you are sewing together. Start sewing with Instructions basic sewing techniques and online sewing classes.
",sewing instructions,,,
ObjectId(5a2a5e23e007d23be0ebdd26),DR8AY0,"GMAT Prep,  Best GMAT class, Veritas Prep - Industry Leader for Test Prep. Preparing for the GMAT exam and get great scores take work, but with a sound study plan, you can gain competitive advantage and increse your score by 140 points. Being a little nervous about taking the GMAT exam is normal. But after taking our 36-hour GMAT prep calss, you will see why more than 300000 students have chosen GMAT Prep.  Many Prep Options, Expert Advice and Guaranteed Results. Start Prepping Now!
Most Popular Courses. Prep with a leader & score higher. Online, classroom or private tutor.
GMAT Self-Paced Prep. Choose how and when you will prep. Online Practice Test. Sign up for the best GMAT Prep Course. Prepare for the GMAT test and your with classroom and online GMAT prep courses. See upcoming GMAT Dates, Info about the GMAT exam, GMAT registration, study tips, prep materials.

",gmat prep classes,,,
ObjectId(5a2a5e23e007d23be0ebdd27),DR8AY0,"Barbados is an island country in the Lesser Antilles, in the Caribbean region of North America known for it's beautiful beaches. Barbados  is situated in the western area of the North Atlantic and 100 km east of the Windward Islands and the Caribbean Sea. Barbados is outside the principal Atlantic hurricane belt. Its capital is Bridgetown. The peaceful Arawaks and the more ferocious Caribs were the first inhabitants of Barbados. When English Captain, John Powell arrived in 1625, the island was uninhabited and as a result he claimed it for King James I of England.
If you want to visit or have a vacation in Barbados, you look here: 
1. 60 Hotels in Bridgetown - Book your Hotel in Bridgetown. 
2. Barbados Travel Guide: Barbados.org Barbados: All holiday travel information for your vacation! Activities, where to stay, eat and shop. Island events, tours, maps, pictures, stories, people and much more.
",barbados,,,
ObjectId(5a2a5e23e007d23be0ebdd28),CK7A5O,"
 There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs.
Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments.
Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. Horizontal cracks or blowouts do not usually case lameness. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.  
",horse hooves,,,
ObjectId(5a2a5e23e007d23be0ebdd29),CK7A5O,"
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques: 
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded - this is especially useful for embroidery techniques where you might need to quickly and easily unpick a few stitches.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
Good for gathering or ruching fabric to make gathered skirts, basting seams and stay stitching a curved edge to prevent it from stretching. A running stitch looks exactly the same on both sides of the fabric.
",sewing instructions,,,
ObjectId(5a2a5e23e007d23be0ebdd2a),CK7A5O,"
CheatCodes.com has more content than anyone else to help you win all PlayStation 2 (PS2) games!
With thousands of cheats, hints and guides for PS2 games, we cover a wide range of racing, first person shooter, sporting games, and everything else -- to ensure you can play your games your way.
Even though games are no longer actively produced for the PlayStation 2, CheatCodes.com still posts new tips and hints for all PlayStation games... including those that cross over from PS2 to the PlayStation 3, or maybe that you used to play on your old original PlayStation system. We're always looking for ways to improve your gaming experience, whether on the latest, or older older gaming systems such as the PS2. To experience all the hidden parts of your games, be sure to visit our PS2 cheats often.
Choose the starting letter for the PS2 game you're looking for.
",ps 2 games,,,
ObjectId(5a2a678be007d23d3981bdaa),YHSRWR,"A hobby shop (or hobby store) sells recreational items for hobbyists. Classical hobby stores specialize in modeling. Some hobby stores sell R/C cars, boats, and model or remote control planes. Other hobby stores may also sell dolls, and collectible coins and stamps. A subtype of hobby store is a game store. Another subtype of hobby store is the computer store. Computer hobby stores have traditionally sold computers. 
This is a list of hobby stores in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that stores which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. HTML pointers are included for any store for which we have an email address or a web site. ",hobby stores,,,
ObjectId(5a2a678be007d23d3981bdab),CLQLJE,"
This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. html pointers are included for any shop for which we have an email address or a web site. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader.
We try to keep this list up to date, but you should always call or email ahead before you make a trip! Your help in keeping this list up to date is appreciated. 
",hobby stores,,,
ObjectId(5a2a678be007d23d3981bdac),JCXWDJ,"Classical hobby stores specialize in modeling , craft supplies , specialty magazines for model airplanes (military craft, private airplanes and airliners), train models, ship models, house / building models. Some sell R/C cars, boats, remote control planes.
This is a list of hobby shops in the United States which known to carry model railroad equipment. It's sorted by Zip Code, shops near each other will tend to be near each other in the list, even though they may be in different cities. html pointers included for any shop for which we have an email address or a web site. Additionally, pointers at the beginning of the list to each state. A two part version is available on site in case this one chokes your reader.
We to keep this list up to date, but you should always call or email ahead before you make a trip! Your help is appreciated.
",hobby stores,,,
ObjectId(5a2a678be007d23d3981bdad),GE65PB,"Our store main goal is to help our customers satisfy all their hobby needs or desires. Our store carry a large variety of hobbies and supplies, including trains, diecast collectables, model and rocketry kits, slot-cars, wooden railways, as well as any accessories, such as buildings, scenery, and figures, to compliment our stock. We also carry all the tools and supplies, such as paints, glues, oils, and blades, needed to build and maintain the product we sell.We do in-house service for the products, from simple cleanings to full computerized instilations. We perform computerized layout design and installation, and our knowledgable staff is able to answer questions about proper construction and care.
Our store offer consultations and evaluations of toys, specializing in trains in ages over 100 years old but also including diecast and plastic replicas, and Americana items and paraphernalia
",hobby stores,,,
ObjectId(5a2a678be007d23d3981bdae),CLQLJE,"
 Get your game on at French Lick Casino, a 51,000-square-foot Vegas-style gaming facility all on one floor with soaring 27-foot ceilings. On our gaming floor, you can play to win a brand new car on slot machines or a progressive jackpot at our table games. You’ll find live-action blackjack, roulette and craps and other table games, a luxurious high-limit room and Indiana’s largest non-smoking room. Bring a group of friends and enjoy live entertainment, DJs and Promotions in our spacious entertainment lounge. Here’s a little of what you’ll find at the French Lick Casino: 1,000 new and classic Slots, video poker, progressive jackpots and video keno of all denominations and themes. 37 table games featuring Blackjack, Craps, Roulette, Ultimate Texas Hold'em, 3-Card Poker, Mini-Baccarat and more. A 9,500 square foot unparalleled non-smoking gaming room with live table games and 250 of the latest slots.

",french lick resort casino,,,
ObjectId(5a2a678be007d23d3981bdaf),JCXWDJ,"Get your game on at French Lick Casino, French Lick Resort, 51,000-square-foot Vegas-style gaming facility all on one floor with soaring 27-foot ceilings. you can play to win a brand new car on slot machines, progressive jackpot at our table games. You'll find live-action blackjack, roulette, craps, other table games, luxurious high-limit room and Indiana's largest non-smoking room. Bring a group of friends and enjoy live entertainment, DJs, Promotions in our spacious entertainment lounge. Here's what you'll find at the French Lick Casino: 1,000 new and classic Slots, video poker, progressive jackpots, video keno of all denominations and themes. 37 table games featuring Blackjack, Craps, Roulette, Ultimate Texas Hold'em, 3-Card Poker, Mini-Baccarat. foot unparalleled non-smoking gaming room with live table games and 250 of the latest slots.We promise to be your new favorite gaming getaway in Indiana!",french lick resort casino,,,
