_id,username,posted_document,query,check_one_gold,check_one_gold_reason,_golden
ObjectId(59f97bcde007d239e50a4fe2),ZNEMHF,"Sewing is the craft of fastening or attaching objects using stitches made with a needle and thread. Sewing is one of the oldest of the textile arts, arising in the Paleolithic era. Before the invention of spinning yarn or weaving fabric, archaeologists believe Stone Age people across Europe and Asia sewed fur and skin clothing using bone, antler or ivory needles and ""thread"" made of various animal body parts including sinew, catgut, and veins.When you iron, you are gliding the iron back and forth over the fabric or garment. When you press, you are placing the iron on the fabric or garment, leaving it there for a few seconds, and then removing. Ironing can actually distort fibers, which is why it's important to press rather than iron when sewing.",sewing instructions,,,
ObjectId(59f97bcde007d239e50a4fe3),ZNEMHF,"Home gyms from brands like Bowflex, Body-Solid, Total Gym, and Marcy are an extremely popular way to skyrocket overall fitness and feel great while targeting almost every muscle group for anything from muscle building to weight loss. And you can do this all in the comfort of your own home. On top of that, this happens to be a golden age of all-in-one machines coming in the full range of prices and features.
Best Home Gyms by Price
Depending on your ultimate goal and budget constraints, the perfect home gym for your needs is definitely out there.
PRICE RANGE:  $300 to $599
Total Gym FORCE Home Gym Exercise Machine - 350$ - 33 Reviews
Bowflex PR1000 Home Gym - 449$ - 669 Reviews 
Bayou Fitness Total Trainer DLX-III Home Gym - 589$ - 72 Reviews",bowflex power pro,,,
ObjectId(59f97bcde007d239e50a4fe4),CILZFZ,"GPS or global positioning system is a space-based radio navigation system owned by the United States government and operated by the United States Air Force. GPS is a global navigation satellite system that provides geolocation and time information to a GPS receiver anywhere on or near Earth where there is a line of sight to four or more GPS satellites. The U.S. Defense Department launched the GPS Project in 1973 for use by the United States military. While originally a military project, GPS is considered a dual-use technology, meaning it has significant military and civilian applications. Nowadays, GPS is used in commerce, science, surveillance, and agriculture. GPS's accurate time facilitates everyday activities such as banking, mobile phone apps like Uber, and the control of power grids. Applications like Find My Friends use GPS Tracking technology to help friends meet each other",gps,,,
ObjectId(59f97bcde007d239e50a4fe5),CILZFZ,"Buying furniture for small spaces is challenging. Whether you're living in a small condo in Manhattan or a small loft in London, finding the right furniture for your space can prove difficult. Strategic planning can go a long way in a small space, says famous interior designer Jonathan Adler. People may outfit their apartment with couches, chairs, or a dining room table. Of course, you don't need to buy all of your furniture at once. Instead, the designer recommends taking your time, researching, and selecting furniture, chairs, beds, sofas, and couches that will enhance your home and represent your personal style. Book a free appointment today to see what furniture is best for your space",furniture small spaces,,,
ObjectId(59f97bcde007d239e50a4fe6),CILZFZ,"Long term care insurance is an insurance product, sold in the United States, United Kingdom and Canada, that helps pay for the cost of long term care. It is a supplementary insurance product generally not covered by health insurance, Medicare, or Medicaid. Estimates report that as high as 70 percent of individuals over age 65 will require long term care services during their lifetime. In recent years, long term care insurance has become popular  because people are living longer. While most plans cover home care, assisted living, adult daycare, respite care, hospice care, nursing home and Alzheimer's facilities, choosing the best long term care insurance is usually subjective. Traditional policies are the most common policies offered. Combination or Hybrid policies are a combination of life and long term care insurance. Several varieties of these combinations exist. 
",best long term care insurance,,,
ObjectId(59f97bcde007d239e50a4fe7),Z3R3GE,"Will you lose weight to be thin and not fat and keep it off if you diet? probably not, UCLA researchers report in the journal of American Psychological Association. You can initially lose 5 to 10 percent of your weight on plenty of diets, but then weight comes back, said Traci Mann, UCLA associate professor of psychology and lead author. We found that the majority of people regained all the weight. Sustained weight loss was found only in a minority of participants, while complete obesity was found in the majority. Diets do not lead to prolonged weight loss or health benefits for the plenty of people. Mann conducted the most comprehensive and rigorous analysis of diet research, analyzing 31 long-term studies. People on diets typically lose 5 to 10 percent of their starting weight in the first 6 months. True number may well be significantly higher.",dieting,,,
ObjectId(59f97bcde007d239e50a4fe8),Z3R3GE,"Here are huge strategies and awsome tips for calculationg wedding budget: 1.Ask both of your folks if they planning to contribute to the wedding budget. 2. Decide how much you two can contribute until the wedding payment. 3. Cost Considerations. 4. Create a Guest List Size. 5. Wedding Setting- Some cities and towns are just more expensive than others. New York, Chicago, and Los Angeles are the obvious culprits, but small towns and remote destinations can entail more expensive if things like fireworks and talent have come from afar. 6. Date and Time. 7. Wedding Style- The more formal the experience, the more expensive, because you'll have match the site, food, and musical entertainment to the overall upscale tone. Here is a basic breakdown of the calculation: Reception: 48-50%, Ceremony: 2-3%, Attire: 8-10%, Flowers: 8-10%, Photography/Videography: 10-12%, Miscellaneous: 8%, Transportation: 2-3%.",wedding budget calculator,,,
ObjectId(59f97bcde007d239e50a4fe9),Z3R3GE,"How to Quit Smoking Naturally. Quit Smoking Magic. Create your personal structured stop smoking plan with the following steps: 1. Deciding to Quit Smoking, Nicotine is incredibly addictive and it will take determination to quit. 2. Make a list of all the reasons why you want to quit. This will help you become clear your decision to quit. 3. Be prepared for nicotine-withdrawal symptoms. Cigarettes are highly effective at delivering nicotine throughout your body. When stop smoking, might experience increased cravings, anxiety, depression, headaches, feeling tense or restless, increased appetite and weight gain, and problems concentrating. 4. Pick a method. 5. Carrying Out Plan 6. Ask for support. 7. Know your triggers. 8. Be committed to not smoking. 9. Consider using e-cigarettes or nicotine filters. 10.Get professional help. 11. Take Bupropion. 12. Use Chantix. 13. Try nicotine replacement therapy (NRT). These are the best ways quit smoking.",quit smoking,,,
ObjectId(59f97bcde007d239e50a4fea),9Y4LMH,"The Bowflex Power Pro Home Gym is a very popular piece of home workout equipment and  is a longtime leader in the home fitness industry.  Bowflex uses long bending rods instead of weights to add resistance to exercise and the Power Pro is a great example of this equipment. As stated by Boflex users: I have used treadmills and ellipticals and this is by far the best workout of them all. You will feel it within the first few minutes.""
In the beginning of using the Bowflex Power Pro Home Gym it would be a good idea to concentrate on doing just a few compound exercises for three sets each and then after a few weeks start to mix it up. 
The goal of doing the compound exercises on the Bowflex Power Pro is that you will gain muscle mass and leading to faster muscle gain.
",bowflex power pro,,,
ObjectId(59f97bcde007d239e50a4feb),9Y4LMH,"A toilet is a sanitation fixture used for the storing or disposal of human urine and feces. Toilets can be with or without flushing water (flush toilet or dry toilet). They can be set up for a sitting posture or for a squatting posture (squat toilet). Flush toilets are usually connected to a sewer system in urban areas and to septic tanks in less built-up areas.

In many countries, private homes are designed with the flush toilet and the bath or shower in the same room, the bathroom. Other cultures find this insanitary, and have one room for body-washing and a separate room for excretion. Public toilets are installed where their use is expected on a permanent basis, while portable toilets or chemical toilets may be brought in for large but temporary gatherings.


",toilet,,,
ObjectId(59f97bcde007d239e50a4fec),9Y4LMH,"Cell phone, also refer to as mobile phone is a portable telephone that can make and receive calls and help you contact other's via phone calls.

Mobile phone  are connected to a switching system, operated by the cell phone companies. Drastic changes have taken place in both the networking of wireless communication and the prevalence of its use, with smartphones becoming common globally and a growing proportion of Internet access now done via mobile broadband.

Prior to 1973, mobile telephony was limited to phones installed in cars and other vehicles. Motorola was the first company to produce a handheld mobile phone. In 1973, a Motorola researcher, made the first mobile telephone call from handheld subscriber equipment, placing a call to Bell Labs, his rival.
 In 2016, the top smartphone manufacturers were Samsung, Apple, and Huawei (""smartphone sales represented 78 percent of total cell phone sales"").",cell phones,,,
ObjectId(59f97bcde007d239e50a4fed),ZHUSVZ,"Here is the information on designing a buisnees website and finding hosting for it.Web design services are offered by many host sites.The top hosting sites are: ""BlueHost""(https://www.bluehost.com), ""iPage"", ""HostGator"" and ""Host1Plus""'.Each has different level of design quality, cheap/expensive costs, level of services(good and quick) etc.BlueHost built its Web hosting management interface around the cPanel control panel, a  utilitarian system that is nonetheless the industry standard.cPanel is designed for pros who know what they're doing.BlueHost offers help, but lacks in friendliness and makes up in exhaustiveness:With 75 installation scripts, you can point and click your way to building any kind of website- blog, wiki, e-commerce etc.The service plan is unremarkable yet comprehensive and the big draw for most BlueHost customers-it's cheap.But you can even enjoy a free website hosting through ""Wix"" that is very popular host site.",website design hosting,,,
ObjectId(59f97bcde007d239e50a4fee),ZHUSVZ,"What are the do and don'ts when decorating your home? Especially when it's a small space and you wish to put in all your furniture! Don't worry!
A ton of square footage isn't a requirement for a well designed house!
A common mistake people make when decorating a new condo is rushing out to a couple stores to buy furniture just to fill the space - their small space.
Oftentimes the space will end up looking more like a catalogue than a home...!
The recommendations when you buy furniture for you small space are: Taking your time, doing your research, and selecting pieces that will enhance your home and represent your personal style. Enjoy your space decorating!!!",furniture small spaces,,,
ObjectId(59f97bcde007d239e50a4fef),ZHUSVZ,"When you build a bathroom, and want to buy a cheap and quality toilet, you should read the basics of buying a new toilet that written here.Mostly, people buy two-piece toilet-a bowl and a toilet tank.Almost any toilet you purchase will come with flush-valva assembly already installed, but will come without closet bolts, wax gasket or toilet seat.Another option is to buy the ""best toilet set""-one-piece toilet with dual flush of ""American Standard"" best brand. Or buy the complete kit that include toilet tank, bowl, wax ring and hardware kit.If you plan to replace the supply line, the flexible ones encased in stainless-steel mesh are not cheap, but they are strong, attractive, and very convenient.Cheaper plastic supply lines are also available if low cost is a concern.If you still need more information about toilets, look in Wikipedia (https://en.wikipedia.org/wiki/Toilet).",toilet,,,
ObjectId(59f97bcde007d239e50a4ff0),9J5ZE6,"How to Quit Smoking.
Tips for Kicking Your Cigarette Habit for Good.
Nicotine is one of the most harmful and widely available legal drugs in the world. It's addictive and harmful both to smokers and the people passively exposed to smoke, especially children. If you'd like to give up smoking, but don't know where to begin, create a structured plan. Realize why you want to quit, prepare for success, and carry out your plan with the support of others or medication therapy. Quitting smoking is difficult, but not impossible.

Start your stop smoking plan with START
S = Set a quit smoking date.
T = Tell family, friends, and co-workers that you plan to quit.
A = Anticipate and plan for the challenges you'll face while quitting.
R = Remove cigarettes and other tobacco products from your home, car, and work.
T = Talk to your doctor about getting help to quit.
",quit smoking,,,
ObjectId(59f97bcde007d239e50a4ff1),9J5ZE6,"PS2CheatCodes.com has more information, reviews and cheat codes than anyone! 
Helping you win all Playstation (ps) 2 games!
With thousands of cheats and very informative guides for  PlayStation 2 games, we cover a wide range of racing, first person shooter, sporting games, and etc -- to ensure you can play your games your way.
Even though games are no longer actively produced for the PlayStation 2, CheatCodes.com still posts new tips and rewrite old reviews for all PlayStation games... including those that cross over from  PlayStation 2 , or maybe that you used to play on your old original PlayStation 2 system. We're looking for ways to improve your gaming experience, whether on the latest or older gaming systems such as the  PlayStation 2 . To experience all the hidden parts of your games, visit our  PlayStation 2 cheat codes often. visit our site for the  PlayStation 2 game you're looking for and let the  PlayStation 2 magic begins!",ps 2 games,,,
ObjectId(59f97bcde007d239e50a4ff2),9J5ZE6,"How to find the inexpensive budget hotels New York near MSG, check out the great New York City hotel values below.
The Hampton Inn  New York City near MSG is just a short walk from Madison Square Garden best location in new york , and is surrounded by some of the best bars in  New York City. Grab a pint before the game, and enjoy close access to your  New York City hotel around the Hampton Inn MSG. This budget hotel  New York City near Madison Square Garden offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
This post lists 15 ideas for finding inexpensive hotels and other accommodations for your trip to  New York City.  You might think that finding inexpensive hotels in New York City can be nearly impossible. ",newyork hotels,,,
ObjectId(59f97bcde007d239e50a4ff3),W7SUGE,"
 Get your game on at French Lick Casino, a 51,000-square-foot Vegas-style gaming facility all on one floor with soaring 27-foot ceilings. On our gaming floor, you can play to win a brand new car on slot machines or a progressive jackpot at our table games. You’ll find live-action blackjack, roulette and craps and other table games, a luxurious high-limit room and Indiana’s largest non-smoking room. Bring a group of friends and enjoy live entertainment, DJs and Promotions in our spacious entertainment lounge. Here’s a little of what you’ll find at the French Lick Casino: 1,000 new and classic Slots, video poker, progressive jackpots and video keno of all denominations and themes. 37 table games featuring Blackjack, Craps, Roulette, Ultimate Texas Hold'em, 3-Card Poker, Mini-Baccarat and more. A 9,500 square foot unparalleled non-smoking gaming room with live table games and 250 of the latest slots.

",french lick resort casino,,,
ObjectId(59f97bcde007d239e50a4ff4),W7SUGE,"
The SAT and SAT Subject Tests are designed to assess your academic readiness for college. These exams provide a path to opportunities, financial support, and scholarships, in a way that's fair to all students. The SAT and SAT Subject Tests keep pace with what colleges are looking for today, measuring the skills required for success in the 21st century.
About SAT: The SAT is a globally recognized college admission test. Learn what it tests and how you can best prepare.
About Subject Tests: SAT Subject Tests can complement or enhance your college admission credentials.
When's the Best Time to Take the SAT?
The SAT and other College Board tests are offered several times a year. Most students take the SAT for the first time during the spring of their junior year and a second time during the fall of their senior year.
",sat,,,
ObjectId(59f97bcde007d239e50a4ff5),W7SUGE,"
This is a list of notable photovoltaics (PV) companies.
Grid-connected solar photovoltaics (PV) is the fastest growing energy technology in the world, with 50% annual increases in cumulative installed capacity in 2006 and 2007, to an estimated 7.7 GW. This translates into 1.5 million homes with rooftop photovoltaics feeding into the electricity grid worldwide.During 2007, investment in new solar photovoltaic manufacturing facilities was strong in Europe, Japan, China, Taiwan and the United States, with many new operations reported. Since October 2009, the Canadian province of Ontario has had vast success with the implementation of their feed-in tariff incentive for grid-connected solar systems. Ontario is currently leading the way in North America with this comprehensive renewable energy incentive.
Photovoltaics companies include PV capital equipment producers, cell manufacturers, panel manufacturers and installers. The list does not include silicon manufacturing companies.
",solar panels,,,
ObjectId(59f97bcde007d239e50a4ff6),DR8AY0,"WebHost: Web Design & Hosting - a free website design and hosting tool. You can create Your own stunning website design with free templates. #1 recommended web hosting by WebHosting.org. Free domain included types: Domain Hosting, website Hosting, WPress hosting, business Hosting. We have the best expert designers working for you. Whether you are looking for a custom website design, enhancing your existing site or creating a unique logo design for your business, our web design and development experts can help.
Your idea needs a great website. Sign up today & bring your dream website to life.


",website design hosting,,,
ObjectId(59f97bcde007d239e50a4ff7),DR8AY0,"Hobby Stores Shopping Center - At Hobby Stores Shopping we have a huge and great selection of modelling, remote control cars, trucks, airplanes, boats, trains, rockets, hobby supplies, collectibles and DIY Projects. In the shopping center you'll find the best hobby shops in USA. Arts & crafts stores,  baking & party stores,  crafts & hobbie stores, gaming stores  computer stores. You can buy from all of our stores online! order now your hobby supply! You can find any hobby on earth! We guarantee high quality and low prices. The newest top brands, free delivery. holiday deals! SHOP NOW!
",hobby stores,,,
ObjectId(59f97bcde007d239e50a4ff8),DR8AY0," New York hotels near MSG: check out the great NYC hotel values below. Hampton Inn Madison Square Garden: The Hampton hotel Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. You can book now and start your vacation in New York now. Enjoy close access to your NY hotel at the Hampton Inn MSG. Holiday Inn Express MSG: This budget hotel NYC near Madison Square Garden offers a complimentary weeknight social hour. Watch real user reviews hotels in New York City that make you want to never leave.
",newyork hotels,,,
ObjectId(59f97bcde007d239e50a4ff9),CK7A5O,"The Car-Parts website is the fastest way to search thousands of auto recycler's inventories to find the part you need. There is a million of inventoried parts in the Car-Parts database, moreover see our list of automotive parts for vehicles using internal combustion engines, which are manufactured components of automobiles. Better than searching for replacement parts, just use our part finder feature for instant results. All of our recycled car parts are tested and covered by our guarantee. This covers used engines, batteries or any other car part, for your transport or any damage-repairable vehicles that you may purchase. We currently house 2,000 salvage cars suitable for car parts breaking, ranging from Ford to Porsche. To contact us simply Phone our used car parts sales on *1844.
Other recommended places to get quality car parts are - Pick and pull DIY recycling yards and specialty salvage yards/repair shops.",car parts,,,
ObjectId(59f97bcde007d239e50a4ffa),CK7A5O,"A mobile phone, known as a cell phone, is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area. The radio frequency link establishes a connection to the switching systems of a mobile phone operator, which provides access to the public switched telephone network (PSTN). Modern mobile telephone services use a cellular network architecture, therefore, mobile telephones are called cellular telephones or cell phones. In addition to telephony, mobile phones support a variety of other services, such as text messaging, email, Internet access, wireless-communications, business-applications, and digital photography. Mobile phones which offer greatly advanced computing capabilities are referred to as smartphones.

The first handheld mobile phone was demonstrated Motorola in 1973, using a handset weighing 2 kilograms. From 1983 to 2014, worldwide mobile phone subscriptions grew to over seven billion. the top smartphone manufacturers were Samsung, Apple, and Huawei.",cell phones,,,
ObjectId(59f97bcde007d239e50a4ffb),JCXWDJ,"There are many used trombones that are in excellent condition and extremely playable. A well cared for trombone can be used for decades. Used trombones, especially those which are not vintage, but have had a prior owner, can be much less expensive than new trombones and play just as well.
People may still need guidance in finding one that suits their budget and needs - When buying a trombone, both skill level and the musician's age should be taken into consideration, as well as what the instrument will be used for.
Used trombones can be found in Music instrument stores, in pawn shops or other resale stores and sometimes at estate or yard sales. You may also find used instruments through classified listings, printed in a local newspaper or online on a classified advertisement website.A used trombone online can be risky. Many individual sellers will not accept returns if the trombone turns out to be different.
",trombone sale,,,
ObjectId(59fb56e6e007d27f131d8c33),CLQLJE,"Wilson unique line of CB antennas and accessories provide industry-leading innovation with superior power, clear communication and durable rugged designs.
Popular and recommended Wilson antennas models are Wilson Little Wil CB Antenna, taller Wilson 1000 Magnet CB Antenna, taller Wilson 5000 Magnet CB Antenna and Wilson Flex Antenna.
Most of Wilson antennas and Replacement Parts can be purchased on the internet. even at eBay.
Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright.
Little Wil magnet mount CB antenna is the best selling. little taller are Wilson 1000 and 5000 antennas. 
Wilson fiberglass CB antennas are popular as well. They are similar to Firestik antennas and include a tuneable tip. They also have a grounding wire handle a high SWR.
",wilson antenna,,,
ObjectId(59fb56e6e007d27f131d8c34),JCXWDJ,"A citizens band (CB) radio antenna is a device designed to do two things: capture radio-frequency signals that are converted to electrical signals by the receiver, and taking electrical signals from the transmitter and converting them into radio-frequency signals.
It has been discovered by Arno Penzias and Robert Wilson which is why Wilson has long been a trusted name in CB antennas. 
They have several types of antennas, the most popular magnet mount antennas on the market.
We typically recommend these. Wilson magnetic mount antennas include a strong magnet with a protective coating to protect your vehicle's finish, a high quality coax, and a base loaded coil with a steel whip that creates less drag and keeps the antenna upright. The Little Wil magnet mount CB antenna is one of our most popular antennas. we also have the Wilson 1000 and 5000 antennas 
Wilson fiberglass CB antennas are popular as well. They are similar to Firestik 
",wilson antenna,,,
ObjectId(59fb582ae007d27f60d7d2f4),V0C3W0,"Wilson has long been a trusted name in CB antennas. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market.
Wilson magnetic mount antennas are of the bests antennas. The Little Wil magnet mount CB antenna is one of our most popular antennas.There are also other types of Wilson antennas as Wilson fiberglass CB antennas that are popular as well. Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. This unique design means Wilson antennas will last  in the most rugged of travel. Wilson offers CB antennas, studs, CB antenna mounts, cables and other accessories to meet all your needs. Whether it's a new, upgrade, or replacement antenna, Wilson Amplifiers provides the complete line of strong and reliable building and vehicle cell antennas for your signal booster.
",wilson antenna,,,
ObjectId(59fb582ae007d27f60d7d2f5),CK7A5O,"Wilson's unique line of CB antennas and accessories provide industry-leading innovation with superior power, clear communication and durable rugged designs.
For 45 years, Wilson has been the name to trust in providing the very best in CB antennas. With exceptional customer service and industry leading technical experts, Wilson hosts a rare degree of customer loyalty, product quality and innovation.  
A citizens band (CB) radio antenna is device designed for two things: capture radio-frequency signals that are converted to electrical signals by the receiver, and taking electrical signals from the transmitter and converting them into radio-frequency signals.
Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. This unique design means Wilson antennas will last and last in the most rugged of travel... no matter where you use them. Wilson offers CB antennas, studs, CB antenna mounts, cables and other accessories.",wilson antenna,,,
ObjectId(59fb582ae007d27f60d7d2f6),CLQLJE," There are many different hoof problems that can occur in horses. To reduce hoof problems, follow these recommendations: Regular trimming or shoeing, Maintain good hoof balance, Maintain the correct hoof pastern angle, break over, and medial-lateral balance ,Give heel support if needed ,Use appropriate shoeing for different weather and footing conditions ,Use appropriate treatment if disease process occurs.
Poor shoeing or trimming. Long toes can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments.
Hoof cracks. Horizontal cracks or blowouts are usually caused by an injury to the coronary band or a blow to the hoof wall. Horizontal cracks or blowouts do not usually case lameness. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.  
",horse hooves,,,
ObjectId(59fb582ae007d27f60d7d2f7),JCXWDJ,"the hoof is of vital importance to the horse. The phrase ""no hoof, no horse"" underlines how much the health and the strength of the hoof is crucial for horse soundness.
reduce hoof problems by these recommendations: Regular trimming or shoeing, Maintain good hoof balance, correct hoof pastern angle, break over, and medial-lateral balance , heel support,Use appropriate shoeing for different weather and footing conditions ,Use treatment if disease process occurs.
Poor shoeing or trimming can results in strain on flexor tendons, the navicular bone, and collapsed heels. If the horse is ""too upright"" it can cause trauma to the coffin bone. An imbalanced hoof can cause stress on the collateral ligaments.
Horizontal Hoof cracks or blowouts are caused by an injury to the coronary band or a blow to the hoof wall. Grass cracks are usually seen in long, unshod horses, and can be corrected with trimming and shoeing.  
",horse hooves,,,
